,Unnamed: 0,pair,lemma_sim,sent_sim,topic_sim,within_doc,wup_sim,coref_label,cos_sim_ab,cos_sim_ba,cos_sim,sem_total,syn_total,all_total,sem_label,LM_prediction,VIT_LM,LM_VIT,LM_SWIN,SWIN_LM,BEIT_LM,LM_BEIT,LM_CLIP,CLIP_LM,VIT+LM,SWIN+LM,BEIT+LM,CLIP+LM,VIT_LM_real,LM_VIT_real,SWIN_LM_real,LM_SWIN_real,BEIT_LM_real,LM_BEIT_real,CLIP_LM_real,LM_CLIP_real
4467,4467,"('44_6ecb.xml_48', '44_4ecb.xml_38')",0.0,0.08,1.0,0.0,0.5263157894736842,1,0.43591633439064026,0.4400797188282013,0.4379980266094208,1.9643138160831048,0.08,2.044313816083105,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1
4468,4468,"('44_6ecb.xml_48', '44_4ecb.xml_62')",0.0,0.10526315789473684,1.0,0.0,0.25,1,0.6536307334899902,0.6706058382987976,0.6621182858943939,1.912118285894394,0.10526315789473684,2.01738144378913,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1
4469,4469,"('44_6ecb.xml_48', '44_5ecb.xml_44')",0.0,0.15,1.0,0.0,0.18181818181818185,1,0.7337145805358887,0.7537811398506165,0.7437478601932526,1.9255660420114344,0.15,2.0755660420114346,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
4470,4470,"('44_6ecb.xml_49', '44_1ecb.xml_37')",0.0,0.09090909090909093,1.0,0.0,0.16666666666666666,1,0.327522337436676,0.3713686764240265,0.3494455069303513,1.5161121735970178,0.09090909090909093,1.6070212645061086,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
4471,4471,"('44_6ecb.xml_49', '44_1ecb.xml_48')",0.0,0.08695652173913042,1.0,0.0,0.2,1,0.5926264524459839,0.5709590911865234,0.5817927718162537,1.7817927718162536,0.08695652173913042,1.868749293555384,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
4472,4472,"('44_6ecb.xml_49', '44_1ecb.xml_58')",0.0,0.09090909090909093,1.0,0.0,0.2,1,0.6910046339035034,0.6775898337364197,0.6842972338199615,1.8842972338199613,0.09090909090909093,1.9752063247290523,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1
4473,4473,"('44_6ecb.xml_49', '44_2ecb.xml_53')",1.0,0.06896551724137931,1.0,0.0,1.0,1,0.7112542986869812,0.5893731117248535,0.6503137052059174,2.6503137052059174,1.0689655172413792,3.719279222447296,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1
4474,4474,"('44_6ecb.xml_49', '44_2ecb.xml_87')",0.0,0.1176470588235294,1.0,0.0,0.18181818181818185,1,0.6789498925209045,0.605248749256134,0.6420993208885193,1.8239175027067007,0.1176470588235294,1.9415645615302304,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1
4475,4475,"('44_6ecb.xml_49', '44_3ecb.xml_92')",0.0,0.16,1.0,0.0,0.18181818181818185,1,0.7759133577346802,0.7472633123397827,0.7615883350372314,1.943406516855413,0.16,2.103406516855413,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
4476,4476,"('44_6ecb.xml_49', '44_4ecb.xml_38')",0.0,0.17857142857142858,1.0,0.0,0.14285714285714285,1,0.513125479221344,0.4669250249862671,0.4900252521038056,1.6328823949609483,0.17857142857142858,1.811453823532377,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1
4477,4477,"('44_6ecb.xml_49', '44_5ecb.xml_44')",1.0,0.20833333333333331,1.0,0.0,1.0,1,0.7938686609268188,0.7491763830184937,0.7715225219726562,2.771522521972656,1.2083333333333333,3.979855855305989,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1
4478,4478,"('44_6ecb.xml_49', '44_6ecb.xml_48')",0.0,0.12,1.0,1.0,0.18181818181818185,1,0.7364332675933838,0.6227556467056274,0.6795944571495056,2.8614126389676877,1.12,3.981412638967688,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1
4479,4479,"('44_6ecb.xml_50', '44_4ecb.xml_38')",0.0,0.08,1.0,0.0,0.5555555555555556,1,0.5688212513923645,0.6240053176879883,0.5964132845401764,2.151968840095732,0.08,2.231968840095732,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1
4480,4480,"('44_6ecb.xml_50', '44_6ecb.xml_48')",0.0,0.1,1.0,1.0,0.9333333333333332,1,0.6692752838134766,0.6795490980148315,0.6744121909141539,3.607745524247488,1.1,4.707745524247487,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1
4481,4481,"('44_6ecb.xml_50', '44_6ecb.xml_49')",0.0,0.12,1.0,1.0,0.2,1,0.6605279445648193,0.7292686104774475,0.6948982775211334,2.8948982775211336,1.12,4.014898277521134,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
4482,4482,"('44_6ecb.xml_60', '44_4ecb.xml_59')",1.0,0.13636363636363635,1.0,0.0,1.0,1,0.7827214598655701,0.8288658857345581,0.8057936728000641,2.805793672800064,1.1363636363636362,3.9421573091637,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
4483,4483,"('44_6ecb.xml_60', '44_5ecb.xml_45')",0.0,0.125,1.0,0.0,0.9333333333333332,1,0.6056906580924988,0.7291223406791687,0.6674064993858337,2.6007398327191678,0.125,2.7257398327191678,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1
4484,4484,"('44_6ecb.xml_60', '44_5ecb.xml_54')",0.0,0.125,1.0,0.0,0.3076923076923077,1,0.4952715039253235,0.5692535638809204,0.5322625339031221,1.8399548415954297,0.125,1.9649548415954297,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
4485,4485,"('44_6ecb.xml_79', '44_1ecb.xml_65')",0.0,0.07692307692307693,1.0,0.0,0.2222222222222222,1,0.5059888362884521,0.5672357082366943,0.5366122722625732,1.7588344944847956,0.07692307692307693,1.8357575714078724,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1
4486,4486,"('44_6ecb.xml_79', '44_4ecb.xml_57')",0.0,0.10526315789473684,1.0,0.0,0.2222222222222222,1,0.6276971101760864,0.6372531056404114,0.6324751079082489,1.8546973301304712,0.10526315789473684,1.9599604880252082,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1
4487,4487,"('44_6ecb.xml_79', '44_5ecb.xml_48')",0.0,0.125,1.0,0.0,0.2,1,0.5563650131225586,0.4757578074932098,0.5160614103078842,1.7160614103078842,0.125,1.841061410307884,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1
4488,4488,"('44_7ecb.xml_103', '44_2ecb.xml_48')",1.0,0.060606060606060615,1.0,0.0,1.0,1,0.6344102621078491,0.6942424178123474,0.6643263399600983,2.6643263399600983,1.0606060606060606,3.724932400566159,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
4489,4489,"('44_7ecb.xml_103', '44_2ecb.xml_60')",0.0,0.08,1.0,0.0,0.0,1,0.6114624738693237,0.5078273415565491,0.5596449077129364,1.5596449077129364,0.08,1.6396449077129365,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
4490,4490,"('44_7ecb.xml_103', '44_2ecb.xml_69')",1.0,0.08,1.0,0.0,1.0,1,0.7746967077255249,0.7702323794364929,0.7724645435810089,2.7724645435810094,1.08,3.852464543581009,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
4491,4491,"('44_7ecb.xml_103', '44_2ecb.xml_81')",1.0,0.10344827586206896,1.0,0.0,1.0,1,0.5444527268409729,0.7973044514656067,0.6708785891532898,2.6708785891532902,1.1034482758620692,3.774326865015359,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
4492,4492,"('44_7ecb.xml_103', '44_4ecb.xml_59')",1.0,0.07142857142857142,1.0,0.0,1.0,1,0.6397374868392944,0.615697979927063,0.6277177333831787,2.6277177333831787,1.0714285714285714,3.69914630481175,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
4493,4493,"('44_7ecb.xml_103', '44_5ecb.xml_60')",1.0,0.07692307692307693,1.0,0.0,1.0,1,0.7503285408020021,0.7179989814758301,0.7341637611389159,2.734163761138916,1.0769230769230769,3.8110868380619927,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
4494,4494,"('44_7ecb.xml_103', '44_6ecb.xml_60')",1.0,0.09523809523809523,1.0,0.0,1.0,1,0.6889829039573669,0.7623352408409119,0.7256590723991394,2.7256590723991394,1.0952380952380951,3.8208971676372343,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
4495,4495,"('44_7ecb.xml_109', '44_7ecb.xml_108')",1.0,0.32142857142857145,1.0,1.0,1.0,1,0.6085935831069946,0.5841185450553894,0.596356064081192,3.596356064081192,2.3214285714285707,5.917784635509763,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1
4496,4496,"('44_7ecb.xml_110', '44_1ecb.xml_37')",0.0,0.10526315789473684,1.0,0.0,0.625,1,0.2486492544412613,0.4534550607204437,0.3510521575808525,1.9760521575808525,0.10526315789473684,2.081315315475589,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
4497,4497,"('44_7ecb.xml_110', '44_1ecb.xml_48')",0.0,0.05555555555555555,1.0,0.0,0.6666666666666666,1,0.6262317895889282,0.6151026487350464,0.6206672191619873,2.2873338858286543,0.05555555555555555,2.342889441384209,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
4498,4498,"('44_7ecb.xml_110', '44_1ecb.xml_57')",0.0,0.05555555555555555,1.0,0.0,0.5555555555555556,1,0.5034129023551941,0.5093493461608887,0.5063811242580414,2.0619366798135967,0.05555555555555555,2.1174922353691517,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
4499,4499,"('44_7ecb.xml_110', '44_1ecb.xml_58')",1.0,0.10526315789473684,1.0,0.0,1.0,1,0.5970696210861206,0.7446884512901306,0.6708790361881256,2.6708790361881256,1.1052631578947367,3.7761421940828623,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
4500,4500,"('44_7ecb.xml_110', '44_2ecb.xml_87')",0.0,0.06666666666666668,1.0,0.0,0.26666666666666666,1,0.5463674068450928,0.5542478561401367,0.5503076314926147,1.8169742981592811,0.06666666666666668,1.8836409648259482,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1
4501,4501,"('44_7ecb.xml_110', '44_4ecb.xml_38')",0.0,0.08,1.0,0.0,0.5555555555555556,1,0.4577668905258178,0.5257875323295593,0.4917772114276886,2.047332766983244,0.08,2.127332766983244,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
4502,4502,"('44_7ecb.xml_110', '44_4ecb.xml_62')",0.0,0.10526315789473684,1.0,0.0,0.26666666666666666,1,0.5189025402069092,0.5636025071144104,0.5412525236606598,1.8079191903273264,0.10526315789473684,1.9131823482220631,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
4503,4503,"('44_7ecb.xml_110', '44_6ecb.xml_48')",0.0,0.1,1.0,0.0,0.9333333333333332,1,0.5802686810493469,0.5833388566970825,0.5818037688732147,2.5151371022065483,0.1,2.6151371022065484,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1
4504,4504,"('44_7ecb.xml_110', '44_6ecb.xml_49')",0.0,0.12,1.0,0.0,0.2,1,0.5109333395957947,0.6589027643203735,0.5849180519580841,1.784918051958084,0.12,1.9049180519580842,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1
4505,4505,"('44_7ecb.xml_110', '44_6ecb.xml_50')",1.0,0.15789473684210525,1.0,0.0,1.0,1,0.6717192530632019,0.6858176589012146,0.6787684559822083,2.6787684559822083,1.1578947368421053,3.8366631928243136,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
4506,4506,"('44_7ecb.xml_117', '44_7ecb.xml_116')",1.0,0.32142857142857145,1.0,1.0,1.0,1,0.5182659626007079,0.5311487317085266,0.5247073471546173,3.5247073471546173,2.3214285714285707,5.8461359185831885,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1
4507,4507,"('44_7ecb.xml_80', '44_1ecb.xml_37')",0.0,0.2127659574468085,1.0,0.0,0.625,1,0.20301567018032074,0.4317606389522553,0.31738815456628805,1.942388154566288,0.2127659574468085,2.1551541120130966,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1
4508,4508,"('44_7ecb.xml_80', '44_1ecb.xml_57')",0.0,0.0625,1.0,0.0,0.5555555555555556,1,0.4978129863739014,0.5109946131706238,0.5044037997722626,2.059959355327818,0.0625,2.122459355327818,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
4509,4509,"('44_7ecb.xml_80', '44_1ecb.xml_58')",1.0,0.2127659574468085,1.0,0.0,1.0,1,0.6291071772575378,0.7809188365936279,0.7050130069255829,2.705013006925583,1.2127659574468086,3.917778964372392,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
4510,4510,"('44_7ecb.xml_80', '44_2ecb.xml_53')",0.0,0.05263157894736842,1.0,0.0,0.2,1,0.6612894535064697,0.5817510485649109,0.6215202510356903,1.8215202510356905,0.05263157894736842,1.8741518299830584,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
4511,4511,"('44_7ecb.xml_80', '44_2ecb.xml_59')",0.0,0.08823529411764706,1.0,0.0,0.9333333333333332,1,0.7113886475563049,0.6538611650466919,0.6826249063014984,2.615958239634832,0.08823529411764706,2.704193533752479,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
4512,4512,"('44_7ecb.xml_80', '44_2ecb.xml_74')",1.0,0.11428571428571427,1.0,0.0,1.0,1,0.6900593638420105,0.5516472458839417,0.6208533048629761,2.620853304862976,1.1142857142857143,3.7351390191486895,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1
4513,4513,"('44_7ecb.xml_80', '44_2ecb.xml_87')",0.0,0.14634146341463414,1.0,0.0,0.26666666666666666,1,0.5491927266120911,0.5443935394287109,0.546793133020401,1.813459799687068,0.14634146341463414,1.9598012631017017,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1
4514,4514,"('44_7ecb.xml_80', '44_3ecb.xml_59')",0.0,0.057142857142857134,1.0,0.0,0.6666666666666666,1,0.5467587113380432,0.44727823138237,0.4970184713602066,2.163685138026873,0.057142857142857134,2.22082799516973,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1
4515,4515,"('44_7ecb.xml_80', '44_3ecb.xml_78')",0.0,0.06818181818181818,1.0,0.0,0.6666666666666666,1,0.5024561882019043,0.6208697557449341,0.5616629719734192,2.2283296386400857,0.06818181818181818,2.296511456821904,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
4516,4516,"('44_7ecb.xml_80', '44_3ecb.xml_79')",0.0,0.054054054054054064,1.0,0.0,0.6666666666666666,1,0.6809725165367126,0.5484748482704163,0.6147236824035645,2.281390349070231,0.054054054054054064,2.335444403124285,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
4517,4517,"('44_7ecb.xml_80', '44_3ecb.xml_92')",0.0,0.1176470588235294,1.0,0.0,0.9333333333333332,1,0.7589361667633057,0.6999568343162537,0.7294465005397797,2.662779833873113,0.1176470588235294,2.7804268926966427,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
4518,4518,"('44_7ecb.xml_80', '44_4ecb.xml_38')",0.0,0.10526315789473684,1.0,0.0,0.5555555555555556,1,0.4790338575839996,0.5577266216278076,0.5183802396059036,2.073935795161459,0.10526315789473684,2.179198953056196,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1
4519,4519,"('44_7ecb.xml_80', '44_4ecb.xml_62')",0.0,0.125,1.0,0.0,0.26666666666666666,1,0.5413831472396851,0.5643722414970398,0.5528776943683624,1.819544361035029,0.125,1.944544361035029,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1
4520,4520,"('44_7ecb.xml_80', '44_5ecb.xml_44')",0.0,0.2258064516129032,1.0,0.0,0.2,1,0.6553739905357361,0.6176719069480896,0.6365229487419128,1.8365229487419128,0.2258064516129032,2.062329400354816,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1
4521,4521,"('44_7ecb.xml_80', '44_6ecb.xml_48')",0.0,0.08823529411764706,1.0,0.0,0.9333333333333332,1,0.5949490070343018,0.6241679191589355,0.6095584630966187,2.542891796429952,0.08823529411764706,2.6311270905475994,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1
4522,4522,"('44_7ecb.xml_80', '44_6ecb.xml_49')",0.0,0.13157894736842105,1.0,0.0,0.2,1,0.5223652720451355,0.6943985819816589,0.6083819270133972,1.8083819270133967,0.13157894736842105,1.9399608743818184,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1
4523,4523,"('44_7ecb.xml_80', '44_6ecb.xml_50')",1.0,0.057142857142857134,1.0,0.0,1.0,1,0.6325439214706421,0.7283447980880737,0.6804443597793579,2.680444359779358,1.0571428571428572,3.7375872169222144,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
4524,4524,"('44_7ecb.xml_80', '44_7ecb.xml_110')",1.0,0.32142857142857145,1.0,1.0,1.0,1,0.7046348452568054,0.7200976610183716,0.7123662531375885,3.712366253137589,2.3214285714285707,6.033794824566161,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
4525,4525,"('44_7ecb.xml_92', '44_2ecb.xml_53')",0.0,0.07142857142857142,1.0,0.0,0.2,1,0.6532232761383057,0.5484541058540344,0.60083869099617,1.80083869099617,0.07142857142857142,1.8722672624247412,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1
4526,4526,"('44_7ecb.xml_92', '44_2ecb.xml_74')",1.0,0.07407407407407407,1.0,0.0,1.0,1,0.7049863338470459,0.5333458781242371,0.6191661059856415,2.619166105985641,1.074074074074074,3.693240180059715,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
4527,4527,"('44_7ecb.xml_92', '44_3ecb.xml_78')",0.0,0.08823529411764706,1.0,0.0,0.6666666666666666,1,0.5286433100700378,0.714295506477356,0.6214694082736969,2.2881360749403634,0.08823529411764706,2.3763713690580106,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
4528,4528,"('44_7ecb.xml_92', '44_6ecb.xml_50')",1.0,0.08,1.0,0.0,1.0,1,0.6329800486564636,0.7230148315429688,0.6779974400997162,2.6779974400997157,1.08,3.757997440099716,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
4529,4529,"('44_7ecb.xml_92', '44_7ecb.xml_110')",1.0,0.08,1.0,1.0,1.0,1,0.691087543964386,0.7163702249526978,0.7037288844585419,3.703728884458542,2.08,5.783728884458543,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
4530,4530,"('44_7ecb.xml_92', '44_7ecb.xml_80')",1.0,0.07692307692307693,1.0,1.0,1.0,1,0.6237806677818298,0.7000173926353455,0.6618990302085876,3.661899030208588,2.0769230769230766,5.738822107131663,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
4531,4531,"('45_10ecbplus.xml_29', '45_10ecbplus.xml_28')",1.0,0.25,1.0,1.0,1.0,1,0.6819071173667908,0.6375554203987122,0.6597312688827515,3.659731268882752,2.25,5.909731268882752,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
4532,4532,"('45_10ecbplus.xml_30', '45_10ecbplus.xml_102')",1.0,0.25,1.0,1.0,0.125,1,0.5261510014533997,0.4972108006477356,0.5116809010505676,2.636680901050568,2.25,4.8866809010505685,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1
4533,4533,"('45_10ecbplus.xml_35', '45_10ecbplus.xml_28')",1.0,0.14285714285714285,1.0,1.0,1.0,1,0.6118789315223694,0.6071577072143555,0.6095183193683624,3.6095183193683615,2.142857142857143,5.752375462225505,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
4534,4534,"('45_10ecbplus.xml_35', '45_10ecbplus.xml_29')",1.0,0.0967741935483871,1.0,1.0,1.0,1,0.6132384538650513,0.6819232106208801,0.6475808322429657,3.6475808322429657,2.096774193548387,5.744355025791353,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
4535,4535,"('45_10ecbplus.xml_36', '45_10ecbplus.xml_102')",1.0,0.0967741935483871,1.0,1.0,0.125,1,0.5740146040916443,0.5961233973503113,0.5850690007209778,2.710069000720978,2.096774193548387,4.806843194269365,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1
4536,4536,"('45_10ecbplus.xml_36', '45_10ecbplus.xml_30')",1.0,0.14285714285714285,1.0,1.0,1.0,1,0.7481288909912109,0.6523785591125488,0.7002537250518799,3.70025372505188,2.142857142857143,5.843110867909022,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
4537,4537,"('45_11ecbplus.xml_19', '45_10ecbplus.xml_28')",1.0,0.4444444444444444,1.0,0.0,1.0,1,0.8284592628479004,0.7916572093963623,0.8100582361221313,2.810058236122132,1.4444444444444444,4.254502680566576,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
4538,4538,"('45_11ecbplus.xml_19', '45_10ecbplus.xml_29')",1.0,0.4375,1.0,0.0,1.0,1,0.7289482355117798,0.7361561059951782,0.732552170753479,2.732552170753479,1.4375,4.170052170753478,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1
4539,4539,"('45_11ecbplus.xml_19', '45_10ecbplus.xml_35')",1.0,0.125,1.0,0.0,1.0,1,0.6126648187637329,0.6454317569732666,0.6290482878684998,2.6290482878685,1.125,3.7540482878685,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1
4540,4540,"('45_11ecbplus.xml_20', '45_10ecbplus.xml_102')",1.0,0.4375,1.0,0.0,0.0,1,0.738078236579895,0.7119218707084656,0.7250000536441803,1.7250000536441803,1.4375,3.1625000536441803,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1
4541,4541,"('45_11ecbplus.xml_20', '45_10ecbplus.xml_30')",1.0,0.4444444444444444,1.0,0.0,0.0,1,0.5746757388114929,0.5641642212867737,0.5694199800491333,1.5694199800491333,1.4444444444444444,3.013864424493578,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
4542,4542,"('45_11ecbplus.xml_20', '45_10ecbplus.xml_36')",1.0,0.125,1.0,0.0,0.0,1,0.5406890511512756,0.5863178968429565,0.5635034739971161,1.563503473997116,1.125,2.6885034739971156,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
4543,4543,"('45_11ecbplus.xml_21', '45_10ecbplus.xml_28')",1.0,0.25,1.0,0.0,1.0,1,0.741721510887146,0.6605218648910522,0.7011216878890991,2.701121687889099,1.25,3.9511216878890987,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
4544,4544,"('45_11ecbplus.xml_21', '45_10ecbplus.xml_29')",1.0,1.0,1.0,0.0,1.0,1,0.8079530000686646,0.8288986086845398,0.8184258043766022,2.818425804376602,2.0,4.818425804376601,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
4545,4545,"('45_11ecbplus.xml_21', '45_10ecbplus.xml_35')",1.0,0.0967741935483871,1.0,0.0,1.0,1,0.6422757506370544,0.6506192684173584,0.6464475095272064,2.6464475095272064,1.0967741935483872,3.7432217030755934,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
4546,4546,"('45_11ecbplus.xml_21', '45_11ecbplus.xml_19')",1.0,0.4375,1.0,1.0,1.0,1,0.761057436466217,0.6961948275566101,0.7286261320114136,3.7286261320114136,2.4375,6.166126132011414,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
4547,4547,"('45_11ecbplus.xml_23', '45_10ecbplus.xml_32')",1.0,1.0,1.0,0.0,1.0,1,0.8916305303573608,0.8862091898918152,0.888919860124588,2.888919860124588,2.0,4.888919860124588,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1
4548,4548,"('45_11ecbplus.xml_25', '45_10ecbplus.xml_34')",1.0,1.0,1.0,0.0,1.0,1,0.8333690166473389,0.8128392100334167,0.8231041133403778,2.823104113340378,2.0,4.823104113340378,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1
4549,4549,"('45_11ecbplus.xml_26', '45_10ecbplus.xml_28')",1.0,0.14285714285714285,1.0,0.0,1.0,1,0.6737794876098633,0.6066784858703613,0.6402289867401123,2.6402289867401123,1.1428571428571428,3.783086129597255,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
4550,4550,"('45_11ecbplus.xml_26', '45_10ecbplus.xml_29')",1.0,0.0967741935483871,1.0,0.0,1.0,1,0.6468135714530945,0.649655282497406,0.6482344269752502,2.6482344269752502,1.0967741935483872,3.745008620523637,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
4551,4551,"('45_11ecbplus.xml_26', '45_10ecbplus.xml_35')",1.0,1.0,1.0,0.0,1.0,1,0.7788326740264893,0.7448729276657104,0.7618528008460999,2.7618528008461,2.0,4.7618528008461,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
4552,4552,"('45_11ecbplus.xml_26', '45_11ecbplus.xml_19')",1.0,0.125,1.0,1.0,1.0,1,0.688883364200592,0.6549118757247925,0.6718976199626923,3.671897619962692,2.125,5.796897619962692,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1
4553,4553,"('45_11ecbplus.xml_26', '45_11ecbplus.xml_21')",1.0,0.0967741935483871,1.0,1.0,1.0,1,0.6191537380218506,0.6443643569946289,0.6317590475082397,3.63175904750824,2.096774193548387,5.7285332410566285,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
